age,gender,region,monthly_income,monthly_expenses,transaction_count,loan_amount,num_loans,prev_defaults,default
20,Female,Nairobi,7064,4540.371487597862,12,32011,0,0,1
57,Male,Rural,15960,13168.683633183862,45,23387,8,2,1
53,Male,Rural,37628,19042.12725155458,15,6923,3,1,0
63,Male,Kisumu,27821,18495.23669279993,70,17303,3,1,0
24,Female,Mombasa,17303,14323.446127957926,29,20280,3,0,0
23,Male,Mombasa,82952,37515.35566816963,5,3906,7,0,0
20,Female,Rural,86984,44041.075599317664,25,40892,0,0,0
39,Female,Rural,11109,7618.490630015627,8,3238,6,3,1
42,Female,Kisumu,36115,25871.49283033163,78,46258,6,3,1
46,Female,Kisumu,82259,35721.28199097438,14,47969,1,0,0
25,Female,Mombasa,10397,8962.39330889868,13,6190,3,2,1
60,Female,Kisumu,19071,16064.690501356034,75,2663,8,2,0
40,Female,Kisumu,36087,23236.662558995413,19,21874,3,3,0
45,Male,Mombasa,65582,33246.6550914658,68,23705,5,0,0
47,Male,Kisumu,49653,20145.033347402474,78,34252,4,1,0
59,Female,Rural,46538,41462.50280882878,19,43232,1,0,0
36,Male,Nairobi,86227,50999.66652741221,28,33066,5,3,0
51,Male,Rural,92123,51955.049041240134,72,7892,4,1,0
25,Female,Mombasa,82929,69651.9865474101,50,28141,4,4,1
20,Male,Rural,55710,27525.604765804033,9,32614,1,0,0
25,Female,Mombasa,89958,75794.33712438651,26,45847,6,3,1
47,Female,Nairobi,98526,84341.43114204955,57,7852,6,0,0
64,Female,Mombasa,53465,23829.73482699577,11,2347,0,0,0
56,Male,Rural,13417,10688.181296696583,35,12872,7,4,1
40,Male,Nairobi,71770,62632.47228180555,63,24641,7,0,1
49,Male,Kisumu,22338,17758.132225028054,45,46555,8,1,0
28,Male,Mombasa,31720,16269.574789937576,61,49969,6,3,1
19,Female,Nairobi,17197,13530.914692082035,12,9389,8,3,0
37,Female,Rural,55302,24272.696620682276,19,41137,7,0,0
58,Female,Nairobi,83142,68213.39565087314,25,27348,2,0,1
21,Female,Nairobi,49400,23843.513519319386,66,13123,2,1,0
50,Male,Rural,38556,32789.33126827364,43,32881,9,0,0
32,Male,Nairobi,35657,22394.475115292626,53,15440,0,0,0
45,Female,Mombasa,77035,67733.65062241287,76,29712,9,2,1
60,Male,Mombasa,31520,24237.462445760226,45,40079,7,0,0
22,Male,Kisumu,19718,10456.434561739341,52,37132,0,0,0
52,Male,Mombasa,17864,9859.620184314963,40,42699,2,2,1
59,Female,Kisumu,16844,12510.650111251864,43,25108,3,3,1
36,Female,Mombasa,48950,26190.593537142227,67,31515,1,0,0
60,Male,Mombasa,15273,10485.891386070942,53,10849,8,4,1
62,Male,Kisumu,88460,42038.339400699355,68,26890,5,0,0
27,Female,Mombasa,45416,29920.29872109043,15,26343,7,1,0
38,Male,Rural,77436,52744.85394215294,51,44735,7,1,0
23,Female,Kisumu,77651,54915.17581674362,27,15068,0,0,0
48,Male,Kisumu,66455,31737.57155467401,5,26942,4,1,0
37,Male,Kisumu,67286,42656.485605543945,65,25729,3,3,0
50,Male,Rural,60438,46232.52040824058,7,11820,4,2,0
48,Male,Rural,93405,73858.14246065539,75,18665,5,0,0
36,Female,Nairobi,84622,57176.14688803096,29,15149,1,0,0
36,Female,Mombasa,96779,58112.824965495834,19,6789,7,1,0
56,Male,Rural,29977,15284.527374051273,40,47331,2,1,0
19,Female,Mombasa,81514,66841.82639064542,73,10833,2,1,0
51,Female,Mombasa,5737,2679.8629051704033,59,3299,1,0,0
37,Male,Rural,37920,25446.149814400123,64,21435,6,3,0
22,Female,Mombasa,71909,52687.896616912105,65,44661,2,1,0
41,Female,Mombasa,12837,6870.581399105673,57,32346,6,4,1
33,Male,Mombasa,35804,21935.466506691246,8,22405,2,2,0
22,Male,Rural,93675,38227.340827619824,22,38523,6,4,1
64,Female,Kisumu,26021,12867.60655455622,72,21116,9,2,1
33,Female,Kisumu,81620,48817.74409630148,49,30916,7,4,1
32,Female,Kisumu,73819,32821.7637080305,59,30602,4,3,0
49,Female,Kisumu,27277,14412.370329896721,41,19676,4,0,0
30,Female,Kisumu,79711,32666.85399229062,76,36747,8,4,0
37,Male,Nairobi,39841,26514.247846044684,15,5048,2,1,0
55,Male,Mombasa,88388,53526.047724613556,69,14674,2,1,0
47,Male,Rural,16957,7287.492860177747,19,19829,8,2,0
25,Female,Kisumu,61319,34060.007348899955,36,30766,8,2,1
62,Female,Nairobi,80532,54022.53695440571,23,18025,4,2,0
54,Female,Nairobi,80503,69034.41241761985,56,25733,2,2,0
49,Male,Nairobi,8975,6661.17959285693,7,47463,7,2,1
59,Female,Mombasa,33830,20089.26721795209,30,32609,9,1,0
24,Female,Kisumu,50167,31948.48422932797,64,24560,7,2,1
20,Male,Mombasa,29067,17272.00701971506,46,4056,7,2,0
34,Female,Rural,82712,70119.93009846944,18,23269,3,2,0
60,Female,Kisumu,83978,35060.07970156725,12,33317,8,3,1
27,Male,Rural,23288,16874.98238116533,69,13251,4,0,0
61,Female,Rural,8061,6689.194781533829,24,41095,2,1,1
53,Male,Rural,39814,23067.466523548406,5,13332,8,4,1
55,Male,Kisumu,38490,24828.344699259917,17,43043,3,2,0
61,Female,Rural,8364,4246.112266125155,29,13479,6,4,1
58,Male,Rural,38193,33935.220558436384,72,22359,0,0,1
30,Male,Mombasa,88220,42593.50082058266,49,23951,7,1,0
49,Male,Kisumu,15731,7706.96649658495,57,19568,3,2,1
35,Male,Mombasa,13172,8596.412000192495,56,37186,2,1,0
56,Female,Nairobi,72975,45065.38018794889,33,23653,3,1,0
60,Female,Rural,29604,16596.819076872736,35,32847,5,0,0
54,Female,Kisumu,60037,43821.406155067125,39,28309,7,4,1
63,Female,Kisumu,10948,5080.173828131924,19,37398,5,0,0
21,Female,Nairobi,79874,38855.60578773993,19,13643,2,1,0
45,Female,Nairobi,44913,29529.11519928413,13,14321,3,0,0
32,Male,Kisumu,28485,13384.256343845318,76,35337,2,2,1
33,Female,Nairobi,39890,30955.824103742594,37,49177,1,0,0
60,Female,Rural,21433,13677.7487998115,63,44797,5,1,0
32,Female,Rural,70950,31658.638538576513,55,37184,9,3,0
42,Female,Mombasa,36676,16223.191334840449,8,21947,8,0,0
48,Male,Nairobi,51978,39876.83233733067,54,6752,9,1,0
41,Male,Rural,46495,26204.582512350004,36,2982,1,0,0
36,Male,Mombasa,59843,40996.25427734336,19,25031,4,2,0
22,Male,Nairobi,56434,22732.596019009947,11,17365,0,0,0
34,Female,Nairobi,57077,29923.644693443333,76,41878,5,3,0
18,Female,Kisumu,84182,34863.340916695626,56,25202,6,4,0
22,Female,Mombasa,41067,33613.49957512331,56,14941,9,4,1
25,Male,Rural,25193,14175.980470389153,33,7027,2,0,0
46,Male,Nairobi,14012,8640.889475246478,56,14631,2,0,1
24,Female,Kisumu,15977,12965.180725323211,21,35978,2,0,1
39,Male,Mombasa,82989,47424.879775017536,54,29381,9,4,0
47,Male,Mombasa,91678,46129.56785532437,51,29028,3,2,0
21,Male,Nairobi,42780,28720.379678819638,19,21984,2,2,0
31,Female,Rural,20162,12650.713463657446,38,13628,0,0,0
23,Male,Nairobi,43516,30475.718410738566,11,42800,2,1,0
18,Male,Rural,15922,9407.591869803684,7,14089,8,0,0
57,Male,Kisumu,83352,62358.276596625015,62,33415,5,2,1
41,Male,Nairobi,84900,47699.48505496973,58,11332,7,4,0
40,Male,Nairobi,46936,30678.296544153363,71,4339,6,4,0
63,Female,Nairobi,28758,16911.857747435173,10,18762,9,0,0
63,Male,Nairobi,40539,33536.83031692346,19,21627,9,1,0
23,Female,Mombasa,5958,2682.295006115916,48,5538,5,4,1
48,Male,Kisumu,80519,44309.248307598384,71,15467,2,1,0
35,Female,Kisumu,17442,8654.224667618662,64,40909,9,0,0
32,Male,Kisumu,63051,29937.772463929672,52,15383,0,0,0
18,Female,Nairobi,51982,43770.666213824275,22,36571,0,0,0
64,Male,Kisumu,77795,36044.697678055585,67,13230,5,2,0
47,Male,Rural,79586,57846.394314494384,22,13157,7,4,1
43,Male,Mombasa,19962,9379.169936781476,12,26852,4,2,0
48,Female,Nairobi,58494,35842.36616836237,31,19504,0,0,0
43,Male,Rural,15715,13816.22399588013,35,3908,0,0,1
37,Male,Rural,69587,49566.3067271674,38,5587,7,1,0
63,Male,Rural,95574,61576.47218086782,6,10464,9,1,0
26,Male,Rural,52553,46079.953733736394,23,11808,0,0,1
27,Male,Kisumu,74617,36091.03152011527,54,21008,2,2,0
27,Female,Nairobi,20380,17183.353639016765,78,48728,6,4,1
42,Female,Mombasa,10943,8704.17522376096,68,27287,5,3,1
42,Female,Kisumu,47351,41849.92874399561,14,25023,9,0,1
43,Male,Nairobi,28010,22952.038451804718,23,21050,5,4,1
64,Female,Kisumu,25396,12868.934331932627,57,40973,6,3,0
63,Female,Nairobi,71194,28899.612872405054,51,14122,3,3,0
34,Female,Kisumu,68576,57654.407143361765,32,45185,5,2,1
22,Male,Nairobi,25917,11208.112768384271,76,19788,5,3,0
64,Male,Kisumu,85331,34915.25482463637,48,33758,8,2,0
51,Female,Kisumu,64003,44004.032474462016,12,49738,3,1,0
55,Male,Kisumu,20839,14752.385457922068,11,28190,7,0,0
59,Female,Kisumu,79134,45202.63892926551,57,48607,4,1,0
37,Female,Rural,42677,19980.638504704715,67,27602,6,0,0
18,Female,Rural,73456,63400.39166307863,18,7615,4,4,0
49,Female,Nairobi,14605,7016.63267023516,25,21192,3,2,1
47,Female,Rural,73382,36094.36492808452,24,37030,5,2,0
57,Female,Kisumu,12549,7177.780869930095,42,25958,3,1,0
32,Female,Rural,42538,36342.186446496504,18,8242,0,0,1
18,Female,Kisumu,82857,39577.185455147825,8,18035,9,0,0
56,Male,Rural,99961,79452.42460400093,24,44185,7,1,0
39,Male,Nairobi,50167,40623.169838761336,52,18775,8,4,1
20,Male,Mombasa,37259,22629.861649257524,25,45560,8,2,1
56,Male,Nairobi,62429,37903.04465909439,68,13556,9,1,0
60,Female,Nairobi,7669,5488.663734150718,15,7717,1,1,0
51,Male,Nairobi,29406,15508.118565823326,78,18512,5,0,0
26,Female,Mombasa,20198,10708.90904445771,56,36961,0,0,1
21,Female,Mombasa,89054,59812.56143109445,13,22287,7,4,1
29,Female,Mombasa,15686,7645.664546102042,42,23673,4,1,0
57,Male,Mombasa,24322,13733.099157782606,26,11241,2,2,0
56,Male,Rural,6658,5395.820651328534,45,26437,9,4,1
53,Male,Rural,19999,17738.46877325722,25,6366,5,2,0
48,Female,Mombasa,25615,18883.90402153117,62,8587,1,1,0
48,Female,Mombasa,39094,31606.882301432404,71,2605,7,3,0
24,Male,Nairobi,18003,8922.997809553923,19,32029,2,1,0
46,Male,Mombasa,89859,67168.14052129039,53,45739,3,0,0
44,Male,Rural,61251,49300.878736236235,65,2823,1,0,1
62,Female,Kisumu,82991,73753.64289289755,33,21394,3,1,1
19,Male,Nairobi,68059,34059.13070021927,53,35311,9,0,0
55,Female,Nairobi,64426,51610.96311998182,49,43036,0,0,1
18,Female,Rural,83349,55245.0102764014,7,6333,7,0,0
27,Male,Rural,45204,30894.656510189143,18,49715,9,2,0
24,Female,Rural,7985,5958.152138402072,77,35326,0,0,1
56,Male,Mombasa,20667,10039.129561195838,22,23655,6,3,0
40,Male,Nairobi,50076,36762.279788818276,76,37805,1,1,0
22,Female,Kisumu,97062,73295.05161391426,72,29606,2,2,0
62,Female,Rural,61422,39080.68834103308,10,4246,3,1,0
51,Female,Mombasa,5888,3450.918224968482,52,31424,7,2,1
21,Male,Kisumu,27699,11105.536566908526,42,41305,5,1,0
44,Male,Kisumu,35085,16218.021922865475,56,28638,3,0,1
57,Male,Mombasa,13198,6635.986860739241,68,5436,9,1,1
48,Male,Kisumu,80355,55778.97952723361,22,2477,6,2,0
30,Male,Nairobi,23546,17963.868361915924,61,35149,7,4,1
52,Female,Rural,50330,34059.857940991,73,28667,5,0,0
57,Male,Nairobi,53281,46070.70937203037,9,3244,5,0,0
20,Female,Nairobi,60333,53892.06213470098,18,35514,8,3,0
23,Male,Mombasa,96200,79363.83439797154,19,41137,0,0,0
20,Male,Nairobi,78410,38652.27660156345,59,20032,3,1,0
18,Male,Mombasa,49870,32529.626694406983,23,7171,5,2,0
31,Female,Mombasa,90772,40188.787294838425,31,27688,8,0,0
29,Female,Rural,22545,9381.147650676829,38,35746,5,1,0
32,Male,Rural,16023,9829.326072586911,76,13145,8,3,1
41,Male,Rural,32410,17462.71061048841,60,23033,1,0,0
37,Male,Kisumu,26637,18688.370344513085,46,33681,8,2,0
59,Female,Nairobi,97449,84414.99523774472,21,5484,3,1,1
29,Male,Nairobi,66104,34206.47968799924,50,38733,0,0,0
19,Male,Rural,92399,52629.25165729368,58,29260,0,0,0
44,Male,Mombasa,85262,65175.72852597092,76,7983,1,1,0
29,Female,Rural,41366,18507.77796661255,54,43911,3,0,0
25,Male,Mombasa,13301,7484.93150919388,76,34993,8,3,1
48,Male,Kisumu,84618,62820.208669570835,47,24300,9,3,0
63,Female,Rural,45285,21915.510274195014,36,22270,7,1,0
20,Male,Mombasa,77265,54133.25200909741,17,36725,4,4,1
43,Female,Kisumu,24332,19345.957316615935,18,22615,7,2,0
18,Female,Rural,5981,3722.0517804040437,55,27319,2,2,1
43,Male,Nairobi,76885,43203.58942994714,76,23814,6,1,0
38,Female,Mombasa,23953,15770.662322312259,60,7413,5,0,0
64,Female,Rural,47805,34271.127698174416,8,39597,1,0,0
60,Male,Rural,68805,45160.959924932875,8,13328,9,2,0
19,Female,Mombasa,79888,51113.6188584339,49,38527,8,1,0
58,Female,Nairobi,6112,5279.888272029107,62,12025,2,1,1
20,Male,Nairobi,84098,46085.39389467867,54,9015,5,4,0
24,Female,Nairobi,25967,10888.81432224818,69,27052,9,4,0
46,Male,Rural,65200,38883.65598336195,73,4506,8,0,0
26,Male,Mombasa,65587,44777.67140299607,71,5090,1,1,0
33,Female,Kisumu,85227,55470.12011619885,34,43025,4,3,0
34,Male,Rural,74278,34595.91528989138,24,43732,6,1,0
28,Male,Nairobi,52199,26878.061858576566,49,26369,1,1,0
21,Female,Mombasa,6663,4734.505944915216,52,3910,9,3,1
19,Male,Mombasa,81670,55366.99622135129,53,38103,9,0,0
34,Male,Mombasa,99486,88041.40780589072,31,11636,0,0,0
51,Male,Mombasa,48025,35018.12566294209,78,6858,0,0,0
30,Male,Rural,9539,4698.744684112578,68,7364,1,1,0
48,Female,Mombasa,26078,15705.726458381407,68,42075,2,0,0
27,Male,Mombasa,84921,49716.58810279965,45,21337,3,3,0
18,Female,Mombasa,46209,31549.211647603184,51,44320,6,3,1
50,Male,Rural,5891,2714.4450522460616,40,22932,0,0,1
18,Female,Mombasa,27836,23901.425178568657,6,24778,4,1,1
58,Male,Mombasa,62266,34627.197324127024,17,28315,4,1,0
21,Female,Nairobi,74690,62357.15917510532,14,14523,1,1,0
32,Female,Rural,45376,30860.923655058185,12,35684,4,0,0
62,Female,Rural,41775,32971.87584496642,34,23181,8,4,0
52,Female,Kisumu,81497,63068.32058427319,31,28104,5,4,0
35,Female,Kisumu,64534,52641.53312771791,57,45039,6,3,0
56,Female,Rural,21543,15281.390787422497,22,15414,5,2,1
49,Male,Kisumu,26383,23422.078040009532,73,15181,2,2,0
31,Female,Mombasa,15862,9096.595876777781,22,32945,3,0,0
51,Female,Kisumu,27942,14677.156151494615,78,30668,4,0,1
45,Male,Rural,74283,50968.084080108914,70,3607,2,1,0
23,Male,Rural,28117,19395.661285625018,69,31355,2,1,0
36,Female,Mombasa,51408,42568.27441980401,54,11278,8,4,1
24,Female,Kisumu,38539,22658.69586693524,10,24097,7,4,0
32,Female,Nairobi,6151,4621.844053620266,60,47302,8,2,1
21,Female,Kisumu,76839,35384.96332962472,33,37745,5,3,0
55,Female,Nairobi,82521,68271.1172114411,49,18083,4,0,1
48,Female,Nairobi,54050,34240.444041696544,23,28408,9,3,1
21,Female,Rural,5079,2649.6373871954916,52,37337,8,3,1
53,Female,Nairobi,40391,27218.231556850875,66,46568,3,0,1
45,Male,Nairobi,95153,84883.11991748116,34,21844,0,0,0
35,Male,Kisumu,56306,45043.30925881018,54,10697,8,1,0
33,Female,Rural,70792,51739.06492001302,62,25731,4,0,0
36,Male,Kisumu,96181,43357.05517394358,60,31412,0,0,0
45,Male,Rural,46041,35183.64136965072,26,48390,4,3,0
62,Female,Rural,97114,43259.37795889962,78,12707,8,4,1
31,Female,Nairobi,16093,8981.106541394322,79,7830,0,0,0
35,Male,Nairobi,52287,27530.20890785246,42,20506,9,2,1
44,Female,Kisumu,22970,15237.720877380387,64,10826,7,2,0
19,Female,Nairobi,24195,14522.038139014085,56,20268,1,1,0
35,Female,Kisumu,80265,32964.387889187645,38,24184,6,3,0
20,Male,Nairobi,40133,35569.537422691305,69,4728,3,1,0
23,Male,Nairobi,75474,53058.60215299595,14,35061,0,0,0
57,Female,Nairobi,85263,54246.89250953707,67,42352,4,2,1
19,Male,Mombasa,64682,39553.510205904844,20,40071,2,2,1
38,Male,Rural,66915,44614.898677721154,37,2999,0,0,0
38,Female,Nairobi,92477,42272.77902410879,53,45130,9,3,0
39,Female,Kisumu,97057,60851.48573394471,76,36621,9,3,0
64,Male,Mombasa,17552,8077.280898862064,25,35630,7,3,1
37,Male,Kisumu,50564,39233.274752192534,78,4922,9,4,0
22,Female,Kisumu,55314,36306.352558678474,74,8959,3,1,0
19,Male,Mombasa,14963,10794.334450959088,53,17437,7,3,1
49,Female,Kisumu,8236,3300.2402305114642,52,13848,7,3,0
46,Female,Rural,6979,4166.927950849394,52,37094,6,0,1
62,Female,Rural,60619,45093.65682086577,46,33177,1,1,0
40,Male,Kisumu,41680,35344.963498520214,12,46084,6,0,1
20,Male,Nairobi,31445,17083.241473762388,48,40997,9,1,0
45,Male,Rural,63860,27330.67062303903,30,44113,0,0,0
51,Female,Kisumu,47642,31783.131682444622,17,43604,1,0,0
41,Male,Nairobi,91940,58228.40073267638,76,46185,8,0,0
45,Male,Rural,6648,5195.476478339278,63,44654,5,0,0
22,Male,Kisumu,6316,2934.2127640414838,56,6074,4,3,1
50,Male,Mombasa,69042,47683.61480743049,44,25102,1,0,0
32,Female,Nairobi,36957,32838.9800321523,34,21693,3,1,0
62,Male,Rural,15760,7795.949977556916,68,27223,3,1,0
44,Female,Mombasa,65369,29488.32572252309,53,12015,4,4,1
53,Female,Mombasa,85596,75074.27121324657,35,16253,8,0,0
63,Female,Mombasa,70714,37132.08004910565,46,20732,5,3,0
28,Female,Mombasa,91062,55357.337081873244,28,3217,1,0,0
48,Female,Kisumu,18580,13505.84528568043,11,19833,5,3,0
61,Male,Rural,94791,78701.42335229722,32,34874,1,1,0
51,Male,Mombasa,49261,25481.338473474923,46,14382,1,1,0
18,Male,Mombasa,50874,25028.670467783908,43,7244,0,0,0
40,Male,Nairobi,74428,31849.16355169712,21,45352,7,1,0
23,Male,Nairobi,43596,28083.554012889606,34,24340,6,4,1
30,Male,Mombasa,85880,69314.21597656036,7,24298,1,0,0
34,Female,Nairobi,60839,45544.67347196689,21,29106,5,1,0
41,Male,Kisumu,5693,3122.668081309989,50,10623,6,0,0
40,Male,Kisumu,16352,7233.793453499032,5,25354,0,0,0
27,Female,Rural,9318,4905.152595766486,61,44305,6,3,1
30,Female,Nairobi,42489,22572.486066367706,18,30273,1,1,0
52,Female,Nairobi,18679,16492.65099253074,16,49229,8,1,0
48,Male,Rural,30933,17043.803258740503,47,5749,9,3,0
25,Female,Rural,78391,31718.65714116265,20,32290,8,1,0
45,Male,Kisumu,88459,56982.55193984095,22,43887,3,0,0
53,Male,Mombasa,37399,22386.15317268264,68,22334,7,1,0
63,Male,Kisumu,14442,6027.673035705123,59,14643,0,0,0
40,Male,Nairobi,47427,32233.627461426833,50,9216,0,0,0
59,Male,Kisumu,53534,47189.57704927019,36,25506,7,0,0
20,Male,Kisumu,86122,76665.43921519083,36,49878,2,2,0
22,Male,Rural,50113,23177.60552638679,52,19842,8,4,0
40,Male,Rural,6354,5670.975968854152,59,47562,8,0,1
37,Female,Mombasa,32424,17555.749000375414,38,41741,3,2,1
36,Male,Kisumu,85298,66234.33204912655,14,31815,6,4,0
46,Female,Kisumu,59020,24029.141180973154,63,5531,5,4,0
18,Male,Rural,49789,41877.83688598611,57,24538,9,2,0
57,Male,Mombasa,63581,38560.37904347801,48,43477,6,4,1
59,Female,Mombasa,20029,9490.1003622818,21,6517,8,1,0
37,Female,Rural,32725,20291.633969005063,66,8490,8,3,0
51,Male,Nairobi,10839,8110.493231831186,15,46735,1,0,1
58,Male,Mombasa,79460,64109.435681259005,73,30380,9,2,1
19,Male,Rural,12832,5365.394869174924,44,9770,5,4,1
52,Male,Nairobi,16240,12558.12139128355,8,8544,4,4,0
48,Female,Mombasa,91677,38862.387443526124,19,40769,9,4,0
48,Female,Kisumu,46252,19931.407300288054,35,19221,9,0,0
56,Female,Mombasa,7369,6559.596676965674,44,32954,8,3,1
33,Male,Mombasa,72576,60297.324015438426,63,8372,1,0,1
18,Female,Mombasa,10900,7912.663964786171,22,2589,6,1,0
24,Female,Rural,93435,79358.69274100245,35,4866,0,0,0
46,Male,Nairobi,70223,52922.536093998744,45,39650,4,0,0
38,Female,Kisumu,50097,32725.767465768437,79,30704,3,0,0
43,Female,Kisumu,42479,29406.544727149503,36,44912,9,3,1
32,Male,Rural,76474,56804.002465235346,73,35348,1,1,0
52,Female,Kisumu,42242,24037.948726187642,67,39827,1,0,0
43,Male,Nairobi,73309,51623.61927530133,65,21818,9,2,0
41,Male,Kisumu,54876,29043.29454643166,35,28401,6,0,0
24,Male,Mombasa,18394,15097.852512563266,12,29341,0,0,1
30,Male,Rural,18570,7714.8797830746635,42,8066,3,0,0
20,Male,Rural,98375,40688.02339744246,14,4311,5,1,0
20,Female,Mombasa,56761,36524.02091208649,22,16316,9,0,0
55,Male,Kisumu,8497,3840.7172942514917,27,29981,6,1,1
47,Female,Rural,55337,44807.42256609705,73,12372,2,2,0
55,Female,Kisumu,21283,13769.100634186407,27,9597,0,0,0
47,Female,Mombasa,62154,43683.48672839977,7,37268,8,2,0
59,Male,Kisumu,42693,22303.05246271002,5,39221,8,3,1
22,Male,Rural,52930,25384.294793516226,38,12340,0,0,0
42,Female,Mombasa,24369,11609.462383638624,29,3461,8,2,0
32,Female,Rural,25995,11410.116160821997,24,15936,6,4,0
64,Female,Mombasa,91151,48553.91232469178,49,7728,0,0,0
24,Male,Mombasa,84614,34704.87496262559,19,34532,8,0,0
24,Male,Mombasa,56829,26886.410483861655,64,4438,7,4,0
41,Male,Rural,19026,10697.86228208717,68,21636,1,0,1
38,Male,Mombasa,18105,14533.550983189114,56,11864,2,2,1
35,Female,Mombasa,63397,31292.08113702166,28,29607,2,1,0
43,Male,Kisumu,45955,35021.61406278816,72,20429,0,0,0
22,Male,Mombasa,19847,11821.635874630823,54,30774,7,3,0
63,Female,Rural,86163,64706.19434499164,12,38288,8,3,1
19,Male,Mombasa,37333,21838.49843068152,6,26259,9,2,0
21,Male,Rural,66829,27256.038417000178,7,38498,4,3,0
60,Male,Mombasa,37795,23093.190337912165,28,14453,0,0,0
39,Male,Mombasa,54490,42222.74139873967,78,47244,5,1,0
50,Female,Nairobi,96434,44644.02273491236,39,7614,3,2,1
53,Male,Mombasa,82223,43486.34225773628,19,12148,3,1,0
34,Female,Rural,66717,40524.92896820767,21,49431,1,1,0
62,Male,Mombasa,30437,17805.135095115726,42,35781,7,3,0
52,Male,Mombasa,9803,7377.683780163414,30,30634,8,2,1
55,Female,Nairobi,50775,37065.81612363765,57,8798,9,0,0
48,Female,Rural,56410,47183.39102506179,28,31753,8,3,0
27,Male,Mombasa,6982,5726.959346879373,19,21954,1,1,1
36,Female,Kisumu,74815,44399.27439007729,21,32353,0,0,0
19,Female,Rural,91450,79785.05072367875,61,33012,7,4,1
29,Female,Rural,17190,12660.008690117538,77,8891,9,4,1
42,Female,Kisumu,63630,33656.1341628799,56,9466,7,0,0
47,Female,Kisumu,73745,50216.5878029201,11,29299,2,2,0
53,Male,Kisumu,56052,46731.20041254011,63,20096,9,1,1
53,Male,Kisumu,88114,66455.17590026974,47,17563,0,0,0
53,Female,Rural,37352,28462.137794287126,49,39463,0,0,0
29,Male,Mombasa,25221,22414.839386509342,16,31251,2,0,1
30,Female,Rural,15040,6307.810020712708,32,11131,2,1,0
64,Male,Kisumu,92914,43530.06166715137,7,4451,8,2,1
34,Female,Mombasa,21444,19153.76553707539,59,33693,6,0,0
36,Male,Rural,47690,35523.994655178736,45,45237,7,2,0
38,Male,Rural,13104,9134.376346196308,41,11454,8,2,1
59,Female,Mombasa,50987,27326.184934829907,44,42428,6,3,0
32,Male,Rural,27219,22473.21545841953,77,31602,7,3,0
30,Male,Rural,11674,5693.343171928814,14,22760,9,2,1
42,Female,Kisumu,12543,11008.277378225428,44,22299,3,1,1
27,Female,Kisumu,81151,35786.32413524468,75,42423,6,2,0
53,Female,Kisumu,18872,14434.124699475065,11,25258,2,0,0
49,Male,Mombasa,81441,52942.68002049593,26,29020,6,0,0
50,Male,Rural,50299,25247.242914594444,68,9466,7,1,0
58,Male,Kisumu,51032,43203.85931346328,43,40912,8,4,1
41,Female,Rural,53737,40016.300144282926,17,47638,8,3,0
52,Female,Kisumu,40765,21114.641651723745,30,36527,2,1,0
18,Female,Mombasa,28618,18619.339086041342,62,26154,2,1,0
39,Male,Mombasa,80281,39390.91052695519,17,4988,7,2,1
25,Male,Rural,14013,7037.653470845567,35,30363,8,4,1
26,Female,Mombasa,54711,36252.0078824891,15,40333,3,2,0
53,Male,Mombasa,64507,54119.4882344613,28,9436,3,1,1
51,Female,Rural,72228,49922.930517900604,21,3199,7,1,0
44,Male,Rural,93148,71745.60065309986,5,20882,5,0,0
55,Male,Rural,38799,24397.32785891886,24,13830,2,0,0
53,Female,Rural,82911,57499.8514485051,54,6897,3,2,0
53,Male,Kisumu,35030,27520.498263327805,51,31482,2,0,1
52,Male,Rural,55500,38349.66215845285,62,8590,8,2,0
53,Female,Kisumu,74353,32553.40447045796,36,44750,2,2,0
49,Male,Mombasa,22341,19417.172760367313,42,17852,1,0,0
28,Female,Rural,67355,43525.16426960693,53,29410,6,4,0
64,Male,Rural,75831,62049.48143257718,15,11136,8,2,1
39,Female,Rural,32431,13111.119874851189,36,33279,6,3,1
24,Female,Kisumu,84763,55268.65235950321,39,20539,7,4,1
56,Female,Rural,90571,65474.26860855897,69,47520,1,1,0
61,Female,Mombasa,99841,53022.113103760996,47,18593,7,0,0
56,Female,Kisumu,93091,68890.1976957865,67,42843,8,3,0
46,Female,Nairobi,41308,29185.17654230821,55,11327,8,4,0
43,Male,Kisumu,99436,87963.18024211274,14,29782,8,0,0
63,Male,Mombasa,56726,41749.092012857196,50,29860,6,4,0
61,Female,Kisumu,12899,7383.130827793322,42,41435,7,4,0
57,Male,Mombasa,34295,19522.186259816535,43,37531,6,2,0
31,Female,Rural,90096,51965.04033003852,52,48622,1,0,0
42,Male,Kisumu,87627,49183.24911423171,17,49487,9,4,0
54,Male,Kisumu,60618,51345.1012563893,60,16694,2,1,0
32,Female,Mombasa,37799,24633.19162166965,69,42645,6,3,1
38,Male,Kisumu,17420,7963.754323977581,67,17317,7,1,0
26,Male,Nairobi,27854,23011.904855098604,20,26054,4,2,1
39,Male,Rural,5973,5044.48592887205,39,41383,9,3,1
23,Male,Mombasa,70211,41793.64882505949,38,8444,1,1,0
32,Male,Nairobi,81942,49929.90787814639,68,39873,3,2,0
52,Female,Rural,26540,15993.346139472262,61,33000,4,4,1
63,Female,Mombasa,89719,46452.78508011439,23,2858,8,4,0
22,Male,Rural,40800,31948.031982011715,34,20915,6,1,0
38,Male,Nairobi,16394,8869.647876500725,12,27280,6,2,0
